ID,Location,Vessel Type,Flag,Gross Tonnage,Length (m),Port,Injury Type,Fatalities,Description,Weather,Damage,Date
c7ac9649-3ca6-ee11-be37-002248c87a57,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,58000.0,230.0,SPAIN,Bone fractures,0,Cruise ship's passenger was walking down the gangway when they slipped and sustained a hip fracture.,Clear,No damage,2023-12-01
265e3006-2fae-ee11-a569-002248c87a1d,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,110000.0,290.0,ARGENTINA,Bone fractures,0,A cruise ship passenger fell in the shower and fractured their shoulder.,Clear,No damage,2024-01-01
11b06ad9-0fd7-ee11-904d-002248c87a40,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,Cruise ship passenger tripped resulting in closed fracture to the shoulder,Overcast,No damage,2024-02-01
84267cff-e9a0-ef11-8a69-002248006bd7,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,UNITED STATES - US,Bone fractures,0,A cruise ship crew member slipped on a wet deck sustaining a fractured arm,Clear,No damage,2024-11-01
424c6a91-7e8b-ed11-81ad-0022481b5e4e,Open sea -> Within EEZ,Service ship,UNITED KINGDOM,1300.0,50.0,,Wounds and superficial injuries,0,Standby safety vessel crewmember suffered a laceration to the hand while preparing food.,Unknown,No damage,2022-12-01
f410553d-0ada-ed11-a7c6-002248c87a1d,Coastal waters <= 12 nm,Cargo ship,ANTIGUA AND BARBUDA,18000.0,160.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,General cargo vessel crew member was struck on the head by an object that fell from height,Unknown,No damage,2023-04-01
73d38e14-57ea-ed11-8847-002248c87a4c,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,100000.0,280.0,,Bone fractures,0,Cruise ship passenger slipped and fell resulting in a back injury.,Clear,No damage,2023-04-01
2a01fce3-bbf4-ed11-8848-002248c87217,"Internal waters -> Channel, river",Recreational craft,UNITED KINGDOM,47.0,22.0,,"Dislocations, sprains and strains",0,Sailing vessel's crew member sustained an injury while hoisting the mizzen sail.,Clear,No damage,2023-05-01
055ab09b-5f7a-ee11-8179-002248c87a1d,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,0.0,4.2,UNITED KINGDOM,Drowning and asphyxiation,0,"A small motor cruiser ran aground, re-floated and then one crew member fell overboard.",Clear,No damage,2023-10-01
1ffbe67e-0995-ee11-be36-002248c878ca,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,77000.0,260.0,AUSTRALIA,Bone fractures,0,A cruise ship passenger fell and sustained a fractured elbow.,Clear,No damage,2023-12-01
d416b284-ce99-ee11-be37-002248c87a58,Open sea -> Within EEZ,Service ship,UNITED KINGDOM,5900.0,85.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,An offshore support vessel crew member was struck by a hook and sustained a head injury.,Unknown,No damage,2023-12-01
956a463c-b5b6-ee11-a568-002248c87a58,Open sea -> Within EEZ,Service ship,UNITED KINGDOM,1700.0,60.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,An emergency response & rescue vessel crew member fell in their cabin and sustained a serious neck injury.,Rain,No damage,2024-01-01
a907d178-d6f7-ee11-a1ff-002248c8714f,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,8.5,9.9,,"Burns, scalds and frostbites",0,"A fishing vessel caught fire and sank, the single crewmember was rescued.",Clear,Loss of ship -> Actual loss,2024-04-01
3ecee49c-6238-ef11-a316-6045bd0b033c,Open sea -> Within EEZ,Fishing vessel,UNITED KINGDOM,100.0,20.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,Fishing vessel crew member suffered a  finger crush injury after getting it caught in machinery,Clear,No damage,2024-07-01
34fb8bb5-0bc7-ed11-b596-002248c6387e,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,110000.0,290.0,,"Dislocations, sprains and strains",0,Passenger ship's crew member was engaging in a crew activity when they sprained their toe.,Clear,No damage,2023-01-01
0764aae3-fa82-ee11-8179-002248c87217,Internal waters -> Port area,Cargo ship,UNITED KINGDOM,100000.0,330.0,UNITED ARAB EMIRATES,Unknown or unspecified,0,Container vessel crewmember was struck by a line whist de-rigging the gangway net.,Clear,No damage,2023-11-01
72ad961f-c75e-ef11-bfe4-00224800e42a,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,2500.0,62.0,,Bone fractures,0,A passenger vessel passenger fell down the stairs resulting in a fractured ankle,Overcast,No damage,2024-08-01
ae1104ef-d25e-ef11-bfe4-002248c7bf34,Coastal waters <= 12 nm,Passenger ship,BAHAMAS,92000.0,290.0,,Multiple injuries,0,Cruise ships passenger tripped resulting in multiple injuries.,Unknown,No damage,2024-08-01
5622e881-ca6c-ee11-9ae7-002248c87a51,Open sea -> Within EEZ,Service ship,UNITED KINGDOM,1100.0,48.0,,Bone fractures,0,Offshore vessel FRC crew member's hand and fingers were crushed by a winch when a crew member replaced a fouled starboard davit winch wire,Unknown,No damage,2023-10-01
c0874670-97b0-ee11-a569-002248c8796d,Internal waters -> Port area,Service ship,UNITED KINGDOM,300.0,26.0,UNITED KINGDOM,Drowning and asphyxiation,0,An offshore support vessel crewmember fell overboard during berthing operations and was recovered.,Clear,No damage,2024-01-01
597185c9-ac7c-ef11-ac20-002248c73738,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,53.0,17.0,,Traumatic amputations (Loss of body parts),0,A fishing vessel crew member sustained a finger injury whilst hauling fishing gear.,Rain,No damage,2024-09-01
4a152cc7-094b-ee11-be6f-002248c87a40,Internal waters -> Port area,Passenger ship,BERMUDA,92000.0,290.0,UNITED KINGDOM,Traumatic amputations (Loss of body parts),0,A cruise ship crew member suffered a serious injury whilst using a dryer.,Clear,No damage,2023-09-01
a330a3e0-c1f1-ee11-904c-002248c87a1d,Internal waters -> Port area,Cargo ship,MARSHALL ISLANDS,27000.0,180.0,UNITED KINGDOM,Bone fractures,0,Cargo vessel's crew member tripped on deck resulting in closed fractures to the right wrist and foot.,Unknown,No damage,2024-03-01
12b557f0-7f60-ef11-bfe3-6045bd0dd88a,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,8.3,9.9,,Multiple injuries,0,Two sailing vessels collided whilst racing resulting in one crew member sustaining a crush injury,Clear,Minor damage (less than material damage),2024-08-01
55d070f1-a3c1-ed11-b597-002248c700c0,Internal waters -> Port area,Cargo ship,UNITED KINGDOM,99000.0,330.0,CHINA,Bone fractures,0,Solid cargo vessel crew member during berthing the headline hawser transfer bounced to the tension drum when heaving fracturing their arm,Clear,No damage,2023-03-01
1174a840-b45f-ef11-bfe4-6045bd0b320a,Open sea -> Within EEZ,Service ship,UNITED KINGDOM,8300.0,92.0,,"Dislocations, sprains and strains",0,A service vessel crew member step awkwardly into a locker resulting in a sprained ankle,Clear,No damage,2024-08-01
d3bb2d01-d624-ef11-840a-6045bd0c7707,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,5.9,8.9,UNITED KINGDOM,Wounds and superficial injuries,0,A passenger on a motor boat fell over and sustained a head injury.,Clear,No damage,2024-06-01
5790152e-7934-ef11-8e4e-6045bd0b05c8,Coastal waters <= 12 nm,Service ship,UNITED KINGDOM,42.0,17.0,,Wounds and superficial injuries,0,A search and rescue crew member sustained a laceration to their hand whilst on a rescue,Clear,No damage,2024-06-01
a939fab0-7f79-ef11-ac20-00224800ae17,Open sea -> Within EEZ,Fishing vessel,UNITED KINGDOM,100.0,23.0,,"Burns, scalds and frostbites",0,"See MAIB investigation report, when available",Clear,Loss of ship -> Constructive loss,2024-09-01
c4022a63-98a1-ef11-8a69-6045bd0d9e15,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,BARBADOS,Bone fractures,0,A cruise ship passenger slipped and fell and sustained a fractured coccyx,Clear,No damage,2024-11-01
660f9264-bbf5-ee11-a1ff-002248c87a1d,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,4.4,7.9,,Bone fractures,0,A stern trawler crewmember trapped their hand in a winch sustaining fractures.,Clear,No damage,2024-02-01
1b43dbec-7c1e-ef11-840a-000d3a86cd92,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,0.0,,Drowning and asphyxiation,0,Person fell overboard from pleasure vessel resulting in search and rescue being tasked,Unknown,No damage,2024-05-01
43ca52df-551f-ef11-840a-000d3a0ce9a2,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,14.0,,Traumatic amputations (Loss of body parts),0,A sailing vessel crew member suffered a partial amputation to their thumb after operating a winch,Unknown,No damage,2024-05-01
2c2c3151-1069-ef11-a670-6045bd0dd88a,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,110000.0,290.0,JAPAN,Bone fractures,0,Cruise ships passenger tripped resulting in closed fracture to the spine,Clear,No damage,2024-08-01
d7341e66-dd70-ef11-a671-0022481b9dca,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,Cruise ships passenger tripped on stairs resulting in closed fracture to the knee.,Clear,No damage,2024-09-01
229f9f89-cb91-ed11-aad1-0022481b5519,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,100000.0,280.0,,Bone fractures,0,Passenger ship crew member slipped on wet flooring and fractured their ankle,Clear,No damage,2023-01-01
c320e489-b6f4-ed11-8848-002248c87a51,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,100000.0,280.0,,"Dislocations, sprains and strains",0,Cruise ship's crew member caught their toe under the door,Clear,No damage,2023-05-01
c6625d34-098a-ef11-8a69-000d3a0d1194,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,110000.0,290.0,,Wounds and superficial injuries,0,A cruise ship passenger fell off a bed resulting in a head injury,Overcast,No damage,2024-10-01
79c23d05-870e-ee11-8f6e-002248c87217,Internal waters -> Port area,Cargo ship,LIBERIA,4200.0,110.0,UNITED KINGDOM,Wounds and superficial injuries,0,A general cargo ship crew member fell down stairs in the engine room.,Clear,No damage,2023-06-01
953c5b80-9a3f-ef11-a316-6045bd0b0429,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,56.0,23.0,ESTONIA,Wounds and superficial injuries,0,Sailing training vessel trainee fell into water and was caught in propeller resulting in open wounds to the foot.,Unknown,No damage,2024-07-01
5c4a2c5c-8b03-ee11-8f6e-002248c87217,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,8.9,12.0,,Traumatic amputations (Loss of body parts),0,Dive vessel's crew member sustained a finger injury which resulted in amputation.,Clear,No damage,2023-05-01
db7e0594-dc91-ef11-8a6a-6045bd0cb55a,Internal waters -> Port area,Cargo ship,ANTIGUA AND BARBUDA,5100.0,110.0,UNITED KINGDOM,"Burns, scalds and frostbites",1,Investigated by another state,Unknown,Material damage -> Affecting structural integrity of the ship,2024-10-01
c6b93301-b4ab-ed11-83ff-0022481b5a3b,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,110000.0,290.0,,Wounds and superficial injuries,0,Passenger ship's crew member injured themselves while holding the door.,Clear,No damage,2023-01-01
690be62b-a0b6-ed11-b597-0022481b5a3b,"Internal waters -> Channel, river",Service ship,UNITED KINGDOM,4900.0,100.0,,"Dislocations, sprains and strains",0,A pilot was disembarking from a dredger onto a pilot vessel when they lost their footing and fell resulting in a knee injury.,Overcast,No damage,2023-02-01
d75aae6b-05d2-ed11-a7c6-002248c8714f,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,110000.0,290.0,,Bone fractures,0,Cruise ship passenger fractured their arm after a fall exiting the theatre.,Overcast,No damage,2023-03-01
3f4617e2-cefe-ed11-8f6c-002248c8714f,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,4.9,,Multiple injuries,1,PW user was declared deceased after falling off the craft.,Clear,No damage,2023-05-01
7a342cb2-0062-ee11-8df0-002248c878ca,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,220.0,45.0,UNITED KINGDOM,Drowning and asphyxiation,1,"See MAIB investigation report, when available",Overcast,No damage,2023-10-01
53e26759-4a67-ee11-9ae7-002248c87a40,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,100.0,23.0,UNITED KINGDOM,Bone fractures,0,A charity tall ship volunteer fell from a hight and sustained a head injury.,Rain,No damage,2023-10-01
d9408971-7dac-ed11-83ff-0022481b5ce8,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,35000.0,180.0,NETHERLANDS,Bone fractures,0,Passenger ship's contractor got injured while removing a valve from a generator.,Unknown,No damage,2023-02-01
9ed943cc-71cd-ed11-a7c6-002248c87a1d,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,A cruise ship passenger slipped whilst taking a shower and sustained an ankle fracture.,Clear,No damage,2023-03-01
4900c76f-ce4b-ee11-be6f-002248c87a58,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,UNITED STATES - US,Bone fractures,0,Cruise ship's passenger tripped on their bag straps and sustained a fracture.,Overcast,No damage,2023-09-01
17d3a8d8-37e5-ee11-904d-002248c8714f,Internal waters -> Port area,Cargo ship,ISLE OF MAN,2900.0,89.0,UNITED KINGDOM,Traumatic amputations (Loss of body parts),0,A general cargo vessel crew member suffered a crush injury.,Clear,No damage,2024-03-01
9e498452-1818-ef11-840a-6045bd0d5f99,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,16.0,12.0,,Drowning and asphyxiation,1,"See MAIB investigation report, when available",Rain,No damage,2024-05-01
de316f2d-8e8b-ef11-8a6a-00224800ae17,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,A cruise ship passenger fell resulting in a fractured knee,Fog,No damage,2024-10-01
cdea6cb4-e3e8-ed11-8847-002248c87217,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,100000.0,280.0,PAPUA NEW GUINEA,Bone fractures,0,Cruise ship passenger fell over backwards resulting in a fractured wrist.,Clear,No damage,2023-04-01
aac95d2c-1395-ef11-8a69-6045bd0cb55a,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,110000.0,290.0,AUSTRALIA,Bone fractures,0,A cruise ship passenger tripped and fell resulting in a fractured elbow,Overcast,No damage,2024-10-01
28a59375-eca2-ed11-aad1-0022481b50d1,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,180000.0,340.0,BARBADOS,"Dislocations, sprains and strains",0,Cruise ship crewmember suffered a foot injury having been struck by a baggage trolley.,Clear,No damage,2023-01-01
31059ef3-101c-ee11-8f6d-002248c878ca,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,0.0,,Drowning and asphyxiation,0,Sailing vessel crew member fell overboard,Unknown,No damage,2023-07-01
68226f25-1acb-ee11-9079-002248c878ca,Coastal waters <= 12 nm,Service ship,UNITED KINGDOM,42.0,17.0,,Wounds and superficial injuries,0,A search and rescue vessel crew member caught their hand in a rope resulting in a minor hand injury,Overcast,No damage,2024-02-01
8d4244a7-32da-ee11-904c-6045bd0b9f87,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,A cruise ship passenger had a fall and fractured their femur.,Clear,No damage,2024-03-01
4ee295af-1832-ef11-8e4e-6045bd0b033c,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,77000.0,260.0,,Bone fractures,0,A cruise ship passenger lost balance and fell resulting in a fractured wrist,Clear,No damage,2024-06-01
406af4d7-c91f-ee11-9966-002248c87a4c,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,110000.0,290.0,,"Dislocations, sprains and strains",0,Cruise ship's passenger rolled out of bed and struck their neck on the chair.,Rain,No damage,2023-07-01
b7385e1f-8a24-ee11-9965-002248c87217,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,110000.0,290.0,,Bone fractures,0,Cruise ship passenger fell in the cabin resulting in a fractured hand.,Clear,No damage,2023-07-01
0ee6fbcc-1353-ee11-be6f-002248c878ca,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,8.9,,Shock,0,A pleasure sailing yacht ran aground and sank whilst attempting to tow it to safety.,Clear,Loss of ship -> Actual loss,2023-09-01
dbdd4266-1bc4-ee11-9079-002248c87217,Coastal waters <= 12 nm,Service ship,UNITED KINGDOM,3400.0,98.0,,Bone fractures,0,A dredger's crew member was knocked over by a wave resulting in a fractured rib,Clear,No damage,2024-01-01
96ee01f3-aec5-ee11-9079-002248c87a1d,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,30000.0,200.0,UNITED KINGDOM,Bone fractures,0,Passenger ferry crew member tripped on lashing point on main deck resulting in soft tissue injury.,Clear,No damage,2024-02-01
d503e31a-a5c4-ed11-b597-002248c70152,Internal waters -> Port area,Inland waterway vessel,UNITED KINGDOM,110.0,26.0,UNITED KINGDOM,Bone fractures,0,A tug crewmember sustained multiple fractures to the arm when the vessel was pushing a barge,Unknown,No damage,2023-03-01
c770883d-7cf5-ee11-a1fe-000d3a0cdd52,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Wounds and superficial injuries,0,Cruise ship's crew member broke a champagne bottle resulting in open wound to the finger.,Clear,No damage,2024-04-01
b1d28ccc-77f6-ee11-a1fe-002248c87005,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,110000.0,290.0,,Bone fractures,0,A cruise ship passenger tripped and fell and fractured their wrist.,Overcast,No damage,2024-04-01
9921df2d-6a60-ef11-bfe4-0022481a50b0,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,180000.0,340.0,,"Dislocations, sprains and strains",0,A cruise ship dancer was injured during a performance.,Clear,No damage,2024-08-01
5e2c3c10-35b1-ed11-83ff-0022481b5ce8,Inland waters -> Lake,Recreational craft,UNITED KINGDOM,0.0,0.0,,Bone fractures,0,A launch boat collided with a rowing boat resulting in three people injured,Clear,Minor damage (less than material damage),2023-02-01
0713f623-0811-ee11-8f6e-002248c87a51,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,58000.0,230.0,,Bone fractures,0,A cruise ship passenger fell and fractured their hip resulting in emergency medical disembarkation.,Clear,No damage,2023-06-01
64ae4e55-a020-ee11-9967-002248c8714f,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,100000.0,280.0,,Bone fractures,0,Cruise ship's passenger twisted their ankle and sustained a fracture.,Clear,No damage,2023-07-01
955ac96b-1295-ee11-be36-002248c878ca,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,11000.0,120.0,UNITED KINGDOM,"Dislocations, sprains and strains",0,A ro-pax crew member was injured when lifting bags of rubbish into a skip.,Clear,No damage,2023-12-01
9cd6342e-05f1-ee11-904b-0022481b57c2,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,0.0,,Drowning and asphyxiation,1,Recreational crew member fell overboard resulting in loss of life.,Clear,No damage,2024-04-01
9249375f-d075-ef11-a670-002248c7d11f,"Internal waters -> Channel, river",Recreational craft,UNITED KINGDOM,0.0,9.0,,Wounds and superficial injuries,0,A sailing yacht experienced engine failure and a damaged mast and required a tow,Unknown,Minor damage (less than material damage),2024-09-01
c449965d-a992-ef11-8a6a-6045bd0c61bd,Internal waters -> Port area,Cargo ship,UNITED KINGDOM,76000.0,300.0,MALAYSIA,Concussions and internal injuries (including crush injuries not mentioned above),0,A container vessel crew member was injured by moving machinery.,Overcast,No damage,2024-10-01
bddc408e-9379-ef11-ac20-00224800ae17,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,"Dislocations, sprains and strains",0,A cruise ship passenger fell and dislocated their shoulder.,Clear,No damage,2024-09-01
3a33b14d-e5ae-ed11-83ff-6045bd0e30c6,Coastal waters <= 12 nm,Service ship,UNITED KINGDOM,150.0,23.0,,Bone fractures,0,Utility vessel's cages got severed and a crew member was injured while reconnecting cages.,Unknown,Minor damage (less than material damage),2023-02-01
8f3fe305-22dd-ed11-a7c6-002248c87a4c,Internal waters -> Port area,Service ship,UNITED KINGDOM,7.9,15.0,UNITED KINGDOM,Bone fractures,0,Port tender crew member was refuling they slipped on the aft deck resulting in two fractured ribs,Unknown,No damage,2023-04-01
c8655546-835c-ee11-8def-002248c87a51,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,100000.0,280.0,,Bone fractures,0,.Cruise ship passenger descended a stairwell leg slipped on the last step stepped on leading to twisting of the ankle on the deck and falling causing a fracture on their leg,Clear,No damage,2023-09-01
c9101166-e111-ef11-9f89-6045bd0b2bc9,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,GERMANY,Bone fractures,0,A cruise ship passenger fell and fractured right wrist,Clear,No damage,2024-05-01
f271b4b5-ba71-ef11-a670-002248c7d11f,Open sea -> Outside EEZ,Service ship,UNITED KINGDOM,26000.0,170.0,,Bone fractures,0,A service vessel crew member trapped their thumb resulting in a fracture,Overcast,No damage,2024-09-01
e780e35d-c68a-ef11-8a6a-6045bd0cb55a,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,2.4,,Drowning and asphyxiation,0,"A tender capsized with two people entering the water, resulting in one fatality",Unknown,No damage,2024-10-01
e780e35d-c68a-ef11-8a6a-6045bd0cb55a,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,2.4,,Drowning and asphyxiation,1,"A tender capsized with two people entering the water, resulting in one fatality",Unknown,No damage,2024-10-01
354fefd0-918f-ef11-8a6a-6045bd0cb55a,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,UNITED KINGDOM,Bone fractures,0,"A cruise ship passenger tripped whilst walking down the stairs and twisted their ankle, resulting in a fracture..",Clear,No damage,2024-10-01
f34e9a00-5aea-ed11-8847-002248c87a51,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,77000.0,260.0,,Bone fractures,0,Cruise ship passenger fell in their bathroom resulting in a fractured hip and femur.,Overcast,No damage,2023-04-01
52bf8631-3b2d-ee11-bdf4-002248c87a1d,Internal waters -> Port area,Passenger ship,BERMUDA,91000.0,290.0,UNITED KINGDOM,Bone fractures,0,Cruise ship passenger slipped on the gangway resulting in a fractured ankle.,Overcast,No damage,2023-07-01
c7012d97-a074-ee11-8179-002248c87217,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,180000.0,340.0,,Bone fractures,0,Cruise ship's crew member caught their foot on a stage lift resulting in fractured toes.,Overcast,No damage,2023-10-01
34b16e38-8293-ee11-be37-002248c87a40,Coastal waters <= 12 nm,Service ship,UNITED KINGDOM,18.0,13.0,,Bone fractures,0,A pilot boat skipper was thrown against the throttle when the vessel slammed into a wave resulting in a broken wrist.,Rain,No damage,2023-10-01
2319f3ed-86c9-ee11-9079-002248c87a58,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,35000.0,180.0,FRANCE,Wounds and superficial injuries,0,"Passenger Ship, crew members hand slipped while opening a ball volves resulting in laceration to the right hand.",Unknown,No damage,2024-02-01
619e16c6-f30d-ef11-9f89-000d3a870879,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,0.0,1.9,UNITED KINGDOM,Drowning and asphyxiation,0,A single handed dinghy capsized and the occupant went overboard.,Unknown,No damage,2024-05-01
61d037a5-0d53-ef11-bfe3-002248c7bf34,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,58000.0,230.0,,Bone fractures,0,Cruise ships passenger tripped resulting in closed fracture to the arm.,Clear,No damage,2024-08-01
59c6bf30-225e-ef11-bfe3-002248c60be3,"Internal waters -> Channel, river",Passenger ship,UNITED KINGDOM,110000.0,290.0,,"Dislocations, sprains and strains",0,A cruise ship crew member was injured whilst operating a floor scrubbing machine,Overcast,No damage,2024-08-01
62d77456-896e-ef11-a670-002248c7d11f,Inland waters -> River,Service ship,UNITED KINGDOM,16.0,13.0,,Other specified injuries not included under other headings,0,Pilot boat crew member fell from the vessel during a transfer.,Clear,No damage,2024-09-01
43aa90a2-11b6-ee11-a568-002248c8714f,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,58000.0,230.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,A cruise ship passenger fell and sustained chest trauma and haemothorax.,Unknown,No damage,2023-01-01
08523b83-9880-ef11-ac20-6045bd0cb55a,Internal waters -> Port area,Service ship,UNITED KINGDOM,290.0,27.0,UNITED KINGDOM,Bone fractures,0,A service vessel's crew member tripped resulting in a closed fracture to the left arm.,Clear,No damage,2024-09-01
af6f3ef2-d1c1-ef11-b8e8-6045bd0d9dfc,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,4.9,11.0,UNITED KINGDOM,Drowning and asphyxiation,1,A sailing vessel crew member was reported missing as a possible man overboard.,Unknown,No damage,2024-12-01
774936fd-221b-ee11-8f6d-002248c87a1d,Inland waters -> Lake,Recreational craft,UNITED KINGDOM,0.0,0.0,,Drowning and asphyxiation,1,A kayak with 2 pob capsized resulting in 1 fatality.,Unknown,No damage,2023-05-01
59751ace-de27-ee11-9965-002248c87217,Inland waters -> River,Passenger ship,UNITED KINGDOM,150.0,30.0,,Drowning and asphyxiation,0,A river cruise vessel passenger fell over board.,Unknown,No damage,2023-07-01
ee693e20-fa47-ee11-be6f-002248c8714f,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,110000.0,290.0,"KOREA, REPUBLIC OF",Bone fractures,0,Cruise ship's passenger tripped and sustained a closed fracture.,Overcast,No damage,2023-08-01
9c50f8b3-594d-ee11-be6f-002248c87a51,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,58000.0,230.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,Cruise ship's passenger fell and sustained a head injury.,Clear,No damage,2023-09-01
e0ac2479-556f-ee11-9ae7-002248c87a1d,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,12.0,11.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,Fishing vessels crew member got hit by a lobster pot resulting in a head injury,Unknown,No damage,2023-10-01
71f4c09b-bfa4-ee11-be37-002248c8796d,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,Cruise ship's passenger tripped and sustained a closed fracture.,Clear,No damage,2023-12-01
ea4ec971-15b9-ee11-a569-002248c87a58,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,77000.0,260.0,,Bone fractures,0,A cruise ship passenger lost their balance and fell resulting in a closed fracture.,Overcast,No damage,2024-01-01
374ec118-140d-ef11-9f8a-002248c87a4c,Inland waters -> River,Recreational craft,UNITED KINGDOM,0.0,4.4,,Drowning and asphyxiation,0,A person fell overboard while paddling to their boat,Clear,No damage,2024-05-01
f34d3d4a-d027-ef11-840a-000d3a874b6c,Open sea -> Within EEZ,Fishing vessel,UNITED KINGDOM,430.0,36.0,,Bone fractures,0,A fishing trawler crew member fractured their finger.,Clear,No damage,2024-06-01
5d03a7b1-c79d-ef11-8a69-6045bd0d1231,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,5500.0,99.0,UNITED KINGDOM,Concussions and internal injuries (including crush injuries not mentioned above),0,A ro-pax vessel crew member sustained a head injury during a tank inspection.,Unknown,No damage,2024-10-01
2eb2ef98-fbb2-ef11-b8e8-6045bd0dbe09,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,77000.0,260.0,,Bone fractures,0,A cruise ships passenger slipped in a shower resulting in a closed fracture to the knee.,Clear,No damage,2024-12-01
74ac1b01-22c1-ef11-b8e8-6045bd0e3723,Internal waters -> Port area,Service ship,NETHERLANDS,24.0,22.0,UNITED KINGDOM,Wounds and superficial injuries,0,A service vessel made contact with shoreside walkway resulting in damage to the wheel house.,Clear,Minor damage (less than material damage),2024-12-01
